通用1,#genre#
凤凰资讯,http://116.11.156.137:8811/tsfile/live/1001_1.m3u8


安徽卫视,http://149.88.87.124:5005/TVOD/6000000001000009954/wasusyt/index.m3u8?$香港源
北京卫视,http://149.88.87.124:5005/TVOD/6000000001000020451/wasusyt/index.m3u8?$香港源
东方卫视,http://149.88.87.124:5005/TVOD/5000000010000032246/wasusyt/index.m3u8?$香港源
东南卫视,http://149.88.87.124:5005/TVOD/5000000001000005829/wasusyt/index.m3u8?$香港源
甘肃卫视,http://149.88.87.124:5005/TVOD/5000000006000040021/wasusyt/index.m3u8?$香港源
甘肃卫视,http://149.88.87.124:5005/TVOD/5000000011000031121/wasusyt/index.m3u8?$香港源
广东卫视,http://149.88.87.124:5005/TVOD/1000000001000014176/wasusyt/index.m3u8?$香港源
广东卫视,http://149.88.87.124:5005/TVOD/1000000001000028357/wasusyt/index.m3u8?$香港源
广西卫视,http://149.88.87.124:5005/TVOD/5000000006000040014/wasusyt/index.m3u8?$香港源
广西卫视,http://149.88.87.124:5005/TVOD/5000000011000031118/wasusyt/index.m3u8?$香港源
河南卫视,http://149.88.87.124:5005/TVOD/5000000005000017925/wasusyt/index.m3u8?$香港源
河南卫视,http://149.88.87.124:5005/TVOD/5000000011000031119/wasusyt/index.m3u8?$香港源
黑龙江卫视,http://149.88.87.124:5005/TVOD/6000000001000016510/wasusyt/index.m3u8?$香港源
湖北卫视,http://149.88.87.124:5005/TVOD/6000000001000015436/wasusyt/index.m3u8?$香港源
湖南卫视,http://149.88.87.124:5005/TVOD/5000000010000030452/wasusyt/index.m3u8?$香港源
吉林卫视,http://149.88.87.124:5005/TVOD/2000000003000000049/hnbblive/index.m3u8?$香港源
江苏卫视,http://149.88.87.124:5005/TVOD/6000000001000014861/wasusyt/index.m3u8?$香港源
江西卫视,http://149.88.87.124:5005/TVOD/5000000001000032154/wasusyt/index.m3u8?$香港源
江西卫视,http://149.88.87.124:5005/TVOD/5000000004000011210/wasusyt/index.m3u8?$香港源
康巴卫视,http://149.88.87.124:5005/TVOD/5000000003000001598/wasusyt/index.m3u8?$香港源
辽宁卫视,http://149.88.87.124:5005/TVOD/5000000004000011671/wasusyt/index.m3u8?$香港源
青海卫视,http://149.88.87.124:5005/TVOD/5000000006000022124/wasusyt/index.m3u8?$香港源
青海卫视,http://149.88.87.124:5005/TVOD/5000000006000040015/wasusyt/index.m3u8?$香港源
厦门卫视,http://149.88.87.124:5005/TVOD/1000000005000266006/wasusyt/index.m3u8?$香港源
山东卫视,http://149.88.87.124:5005/TVOD/6000000001000004134/wasusyt/index.m3u8?$香港源
山西卫视,http://149.88.87.124:5005/TVOD/5000000006000040023/wasusyt/index.m3u8?$香港源
陕西卫视,http://149.88.87.124:5005/TVOD/5000000006000040017/wasusyt/index.m3u8?$香港源
深圳卫视,http://149.88.87.124:5005/TVOD/5000000004000007410/wasusyt/index.m3u8?$香港源
四川卫视,http://149.88.87.124:5005/TVOD/5000000004000006119/wasusyt/index.m3u8?$香港源
天津卫视,http://149.88.87.124:5005/TVOD/5000000001000030788/wasusyt/index.m3u8?$香港源
天津卫视,http://149.88.87.124:5005/TVOD/5000000004000006827/wasusyt/index.m3u8?$香港源
西藏卫视,http://149.88.87.124:5005/TVOD/5000000002000021549/wasusyt/index.m3u8?$香港源
新疆卫视,http://149.88.87.124:5005/TVOD/5000000006000040018/wasusyt/index.m3u8?$香港源
延边卫视,http://149.88.87.124:5005/TVOD/1000000005000266008/wasusyt/index.m3u8?$香港源
云南卫视,http://149.88.87.124:5005/TVOD/5000000006000040019/wasusyt/index.m3u8?$香港源
云南卫视,http://149.88.87.124:5005/TVOD/5000000011000031120/wasusyt/index.m3u8?$香港源
重庆卫视,http://149.88.87.124:5005/TVOD/5000000004000025797/wasusyt/index.m3u8?$香港源
大湾区卫视,http://149.88.87.124:5005/TVOD/1000000002000011619/wasusyt/index.m3u8?$香港源

安徽卫视,http://185.238.248.198:5000/TVOD/6000000001000009954/wasusyt/index.m3u8?$香港源
北京卫视,http://185.238.248.198:5000/TVOD/6000000001000020451/wasusyt/index.m3u8?$香港源
东方卫视,http://185.238.248.198:5000/TVOD/5000000010000032246/wasusyt/index.m3u8?$香港源
东南卫视,http://185.238.248.198:5000/TVOD/5000000001000005829/wasusyt/index.m3u8?$香港源
甘肃卫视,http://185.238.248.198:5000/TVOD/5000000006000040021/wasusyt/index.m3u8?$香港源
甘肃卫视,http://185.238.248.198:5000/TVOD/5000000011000031121/wasusyt/index.m3u8?$香港源
广东卫视,http://185.238.248.198:5000/TVOD/1000000001000014176/wasusyt/index.m3u8?$香港源
广东卫视,http://185.238.248.198:5000/TVOD/1000000001000028357/wasusyt/index.m3u8?$香港源
广西卫视,http://185.238.248.198:5000/TVOD/5000000006000040014/wasusyt/index.m3u8?$香港源
广西卫视,http://185.238.248.198:5000/TVOD/5000000011000031118/wasusyt/index.m3u8?$香港源
河南卫视,http://185.238.248.198:5000/TVOD/5000000005000017925/wasusyt/index.m3u8?$香港源
河南卫视,http://185.238.248.198:5000/TVOD/5000000011000031119/wasusyt/index.m3u8?$香港源
黑龙江卫视,http://185.238.248.198:5000/TVOD/6000000001000016510/wasusyt/index.m3u8?$香港源
湖北卫视,http://185.238.248.198:5000/TVOD/6000000001000015436/wasusyt/index.m3u8?$香港源
湖南卫视,http://185.238.248.198:5000/TVOD/5000000010000030452/wasusyt/index.m3u8?$香港源
吉林卫视,http://185.238.248.198:5000/TVOD/2000000003000000049/hnbblive/index.m3u8?$香港源
江苏卫视,http://185.238.248.198:5000/TVOD/6000000001000014861/wasusyt/index.m3u8?$香港源
江西卫视,http://185.238.248.198:5000/TVOD/5000000001000032154/wasusyt/index.m3u8?$香港源
江西卫视,http://185.238.248.198:5000/TVOD/5000000004000011210/wasusyt/index.m3u8?$香港源
康巴卫视,http://185.238.248.198:5000/TVOD/5000000003000001598/wasusyt/index.m3u8?$香港源
辽宁卫视,http://185.238.248.198:5000/TVOD/5000000004000011671/wasusyt/index.m3u8?$香港源
青海卫视,http://185.238.248.198:5000/TVOD/5000000006000022124/wasusyt/index.m3u8?$香港源
青海卫视,http://185.238.248.198:5000/TVOD/5000000006000040015/wasusyt/index.m3u8?$香港源
厦门卫视,http://185.238.248.198:5000/TVOD/1000000005000266006/wasusyt/index.m3u8?$香港源
山东卫视,http://185.238.248.198:5000/TVOD/6000000001000004134/wasusyt/index.m3u8?$香港源
山西卫视,http://185.238.248.198:5000/TVOD/5000000006000040023/wasusyt/index.m3u8?$香港源
陕西卫视,http://185.238.248.198:5000/TVOD/5000000006000040017/wasusyt/index.m3u8?$香港源
深圳卫视,http://185.238.248.198:5000/TVOD/5000000004000007410/wasusyt/index.m3u8?$香港源
四川卫视,http://185.238.248.198:5000/TVOD/5000000004000006119/wasusyt/index.m3u8?$香港源
天津卫视,http://185.238.248.198:5000/TVOD/5000000001000030788/wasusyt/index.m3u8?$香港源
天津卫视,http://185.238.248.198:5000/TVOD/5000000004000006827/wasusyt/index.m3u8?$香港源
西藏卫视,http://185.238.248.198:5000/TVOD/5000000002000021549/wasusyt/index.m3u8?$香港源
新疆卫视,http://185.238.248.198:5000/TVOD/5000000006000040018/wasusyt/index.m3u8?$香港源
延边卫视,http://185.238.248.198:5000/TVOD/1000000005000266008/wasusyt/index.m3u8?$香港源
云南卫视,http://185.238.248.198:5000/TVOD/5000000006000040019/wasusyt/index.m3u8?$香港源
云南卫视,http://185.238.248.198:5000/TVOD/5000000011000031120/wasusyt/index.m3u8?$香港源
重庆卫视,http://185.238.248.198:5000/TVOD/5000000004000025797/wasusyt/index.m3u8?$香港源
大湾区卫视,http://185.238.248.198:5000/TVOD/1000000002000011619/wasusyt/index.m3u8?$香港源

安徽卫视,https://php.666230.xyz/proxy/p8.php?id=ANHUIHD
北京卫视,https://php.666230.xyz/proxy/p8.php?id=BEIJHD
兵团卫视,https://php.666230.xyz/proxy/p8.php?id=BTWS
东方卫视,https://php.666230.xyz/proxy/p8.php?id=DONGFHD
东南卫视,https://php.666230.xyz/proxy/p8.php?id=DONGNHD
甘肃卫视,https://php.666230.xyz/proxy/p8.php?id=GSWS
广东卫视,https://php.666230.xyz/proxy/p8.php?id=GUANGDHD
广西卫视,https://php.666230.xyz/proxy/p8.php?id=GUANGXHD
贵州卫视,https://php.666230.xyz/proxy/p8.php?id=GUIZHD
海南卫视,https://php.666230.xyz/proxy/p8.php?id=HAINHD
河北卫视,https://php.666230.xyz/proxy/p8.php?id=HAIBHD
河南卫视,https://php.666230.xyz/proxy/p8.php?id=HENHD
黑龙江卫视,https://php.666230.xyz/proxy/p8.php?id=HEILJHD
湖北卫视,https://php.666230.xyz/proxy/p8.php?id=HUBEIHD
湖南卫视,https://php.666230.xyz/proxy/p8.php?id=HUNANHD
吉林卫视,https://php.666230.xyz/proxy/p8.php?id=JILHD
江苏卫视,https://php.666230.xyz/proxy/p8.php?id=JIANGSHD
江西卫视,https://php.666230.xyz/proxy/p8.php?id=JXWSHD
辽宁卫视,https://php.666230.xyz/proxy/p8.php?id=LIAONHD
内蒙古卫视,https://php.666230.xyz/proxy/p8.php?id=NMGWS
宁夏卫视,https://php.666230.xyz/proxy/p8.php?id=NXWS
青海卫视,https://php.666230.xyz/proxy/p8.php?id=QHWS
山东卫视,https://php.666230.xyz/proxy/p8.php?id=SHANDHD
山西卫视,https://php.666230.xyz/proxy/p8.php?id=SXWS
陕西卫视,https://php.666230.xyz/proxy/p8.php?id=SXTV
深圳卫视,https://php.666230.xyz/proxy/p8.php?id=SHENZHD
四川卫视,https://php.666230.xyz/proxy/p8.php?id=SICHD
天津卫视,https://php.666230.xyz/proxy/p8.php?id=TIANJHD
西藏卫视,https://php.666230.xyz/proxy/p8.php?id=XZWS
新疆卫视,https://php.666230.xyz/proxy/p8.php?id=XJWS
云南卫视,https://php.666230.xyz/proxy/p8.php?id=YUNNHD
浙江卫视,https://php.666230.xyz/proxy/p8.php?id=ZHEJHD
重庆卫视,https://php.666230.xyz/proxy/p8.php?id=CHONGQHD

安徽卫视,http://1.195.30.9:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://1.195.30.9:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://1.195.30.9:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://1.195.30.9:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.195.30.9:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.195.30.9:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://1.195.30.9:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://1.195.30.9:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://1.195.30.9:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://1.195.30.9:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://1.195.30.9:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://1.195.30.9:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://1.195.30.9:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://1.195.30.9:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://1.195.30.9:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.195.30.9:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://1.195.30.9:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://1.195.30.9:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://1.195.30.9:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0

东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
吉林卫视,http://z.b.bkpcp.top/m.php?id=jlws
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws
海南卫视,http://z.b.bkpcp.top/m.php?id=hinws

东方卫视,http://goo.bkpcp.top/mg/dfws
吉林卫视,http://goo.bkpcp.top/mg/jlws
青海卫视,http://goo.bkpcp.top/mg/qhws
陕西卫视,http://goo.bkpcp.top/mg/sxws
湖北卫视,http://goo.bkpcp.top/mg/hubws
江西卫视,http://goo.bkpcp.top/mg/jxws
江苏卫视,http://goo.bkpcp.top/mg/jsws
广东卫视,http://goo.bkpcp.top/mg/gdws
大湾区卫视,http://goo.bkpcp.top/mg/dwqws
海南卫视,http://goo.bkpcp.top/mg/hinws

安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://124.116.183.146:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://124.116.183.146:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://124.116.183.146:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://124.116.183.146:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://124.116.183.146:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://124.116.183.146:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0

野火,#genre#
CCTV-1综合,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-1综合,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV-1综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226016
CCTV-2财经,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Fe8M_1QCWSd35gkY-Q1BSH%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192539%2C%2C%2C20240420192539%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-2财经,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588
CCTV-3综艺,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226021
CCTV-4中文国际,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7EfCf-e5nKehMQzrOBwWduf%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192542%2C%2C%2C20240420192542%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-4中文国际,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428
CCTV-5体育,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019
CCTV-5+体育赛事,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603
CCTV-6电影,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010
CCTV-7国防军事,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7E2bEV_zkW1hRnWmsZq6rlbw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Fc_MEUOVd0CBbc2BFzAJH_%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192548%2C%2C%2C20240420192548%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-7国防军事,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733
CCTV-8电视剧,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226008
CCTV-9纪录,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EgdZMBjOTdDWVEgovFkZoew%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7EqTu3rtglooDaG_6P7QG0G%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192550%2C%2C%2C20240420192550%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-9纪录,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225734
CCTV-10科教,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7Egbbk6OxyTS2utbJWm7Qw1w%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7G2pNzf8WZUYdQj6fRj0xqk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192551%2C%2C%2C20240420192551%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-10科教,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225730
CCTV-11戏曲,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Fu7CeinMHJqra3zokMRz7n%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192552%2C%2C%2C20240420192552%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-11戏曲,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV-12社会与法,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7E9nVa4WyKpuJgFy6Zh4TplQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7HnJxyKiyVyy_NI7qKUlh3o%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192553%2C%2C%2C20240420192553%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-12社会与法,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV-13新闻,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7FeVpwiXzm8Z1FT0IzXPiAe%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192554%2C%2C%2C20240420192554%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-13新闻,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226011
CCTV-14少儿,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EgtTqPYLE5COifF-qvYi2Ig%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Gjz8eIMyPUF5CKBM1zLuEZ%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192555%2C%2C%2C20240420192555%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-14少儿,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV-15音乐,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Ggfx09IYQ0HOnjH2d6pZUp%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192557%2C%2C%2C20240420192557%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-15音乐,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476
CCTV-16奥林匹克,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV-17农业农村,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EEkwQnoHNXRDb-IayWakK1A%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7HR8OMfw8B_E228iTrbEqZt%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192559%2C%2C%2C20240420192559%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-17农业农村,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV-4K超高清,http://117.144.58.42:35455/gaoma/cctv4k.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8
CGTN,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?
CGTN纪录,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
中国教育1台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225652
中国教育2台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226425
中国教育4台,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225783

CCTV-1综合,http://117.144.58.42:35455/gaoma/cctv1.m3u8
CCTV-2财经,http://117.144.58.42:35455/gaoma/cctv2.m3u8
CCTV-3综艺,http://117.144.58.42:35455/gaoma/cctv3.m3u8
CCTV-4中文国际,http://117.144.58.42:35455/gaoma/cctv4.m3u8
CCTV-5体育,http://117.144.58.42:35455/gaoma/cctv5.m3u8
CCTV-5+体育赛事,http://117.144.58.42:35455/gaoma/cctv5p.m3u8
CCTV-6电影,http://117.144.58.42:35455/gaoma/cctv6.m3u8
CCTV-7国防军事,http://117.144.58.42:35455/gaoma/cctv7.m3u8
CCTV-8电视剧,http://117.144.58.42:35455/gaoma/cctv8.m3u8
CCTV-9纪录,http://117.144.58.42:35455/gaoma/cctv9.m3u8
CCTV-10科教,http://117.144.58.42:35455/gaoma/cctv10.m3u8
CCTV-11戏曲,http://117.144.58.42:35455/gaoma/cctv11.m3u8
CCTV-12社会与法,http://117.144.58.42:35455/gaoma/cctv12.m3u8
CCTV-13新闻,http://117.144.58.42:35455/gaoma/cctv13.m3u8
CCTV-14少儿,http://117.144.58.42:35455/gaoma/cctv14.m3u8
CCTV-15音乐,http://117.144.58.42:35455/gaoma/cctv15.m3u8
CCTV-16奥林匹克,http://117.144.58.42:35455/gaoma/cctv16.m3u8
CCTV-17农业农村,http://117.144.58.42:35455/gaoma/cctv17.m3u8

CCTV-1综合,http://171.88.145.30:4022/rtp/239.93.0.58:5140
CCTV-2财经,http://171.88.145.30:4022/rtp/239.93.1.23:6000
CCTV-3综艺,http://171.88.145.30:4022/rtp/239.93.0.109:5140
CCTV-4中文国际,http://171.88.145.30:4022/rtp/239.93.1.105:5140
CCTV-5体育,http://171.88.145.30:4022/rtp/239.93.42.37:5140
CCTV-5+体育赛事,http://171.88.145.30:4022/rtp/239.93.1.36:8004
CCTV-6电影,http://171.88.145.30:4022/rtp/239.93.42.38:5140
CCTV-7国防军事,http://171.88.145.30:4022/rtp/239.93.1.67:5140
CCTV-8电视剧,http://171.88.145.30:4022/rtp/239.93.42.39:5140
CCTV-9纪录,http://171.88.145.30:4022/rtp/239.93.1.24:5140
CCTV-10科教,http://171.88.145.30:4022/rtp/239.93.1.28:5140
CCTV-11戏曲,http://171.88.145.30:4022/rtp/239.93.0.102:5140
CCTV-12社会与法,http://171.88.145.30:4022/rtp/239.93.1.30:8124
